gene name_V4,NU0,NU4,NU8,NU12,NU16,NU20,NU24,NU28,NU32,NU36,NU40,NU44,NU48,NU52,NU56,NU60,NU64,NU68,NU72,NU78,NU84,NU90,NU96,NU102,NU108,NU114,NU120,NU126,NU132,NU138,NU144,em10,em12,em14,em16,em18,em20,em22,em24,em26,em28,em30,em32,em34,em36,em38,en6,en8,en10,en12,en14,en16,en18,en20,en22,en24,en26,en28,en30,en32,en34,en36,en38,s0,s2,s3,s4,s6,s8,s10,s12,s14,s16,s18,s20,s22,s24,s26,s28,s30,s32,s34,s36,s38,Anthers,Cob1,Cob2,Ear1,Ear2,Leaf1,Leaf2,Leaf3,Leaf4,Leaf5,Leaf6,Leaf7,Pollen,Roots,SAM1,SAM2,Shoots,Silk,Tassel1,Tassel2,Tassel3,Tassel4,Tassel5
Zm00001d014029,0.37 ,0.46 ,0.10 ,1.09 ,0.52 ,0.59 ,1.01 ,0.34 ,0.11 ,0.13 ,0.21 ,0.18 ,0.44 ,0.91 ,0.16 ,0.26 ,0.52 ,0.65 ,0.43 ,0.10 ,0.47 ,0.28 ,0.36 ,0.47 ,0.32 ,1.33 ,1.16 ,2.42 ,1.54 ,2.75 ,4.08 ,1.92 ,1.92 ,0.10 ,1.24 ,1.47 ,0.00 ,1.07 ,0.40 ,1.42 ,1.80 ,0.42 ,0.18 ,1.15 ,0.08 ,1.44 ,2.23 ,0.71 ,0.27 ,0.45 ,1.89 ,3.45 ,3.59 ,1.62 ,2.49 ,2.91 ,2.70 ,1.05 ,1.09 ,0.51 ,1.30 ,1.60 ,1.49 ,1.03 ,1.73 ,1.72 ,1.43 ,1.07 ,2.14 ,0.58 ,1.04 ,0.88 ,0.73 ,1.42 ,0.92 ,0.00 ,1.06 ,1.09 ,0.44 ,1.09 ,0.35 ,0.80 ,0.57 ,0.30 ,0.06 ,2.89 ,2.30 ,3.88 ,3.42 ,3.73 ,3.49 ,0.75 ,0.32 ,0.61 ,2.66 ,2.59 ,0.00 ,2.10 ,8.09 ,8.05 ,8.02 ,0.00 ,15.71 ,16.65 ,14.59 ,0.82 ,0.41 
Zm00001d021995,2.22 ,1.64 ,0.98 ,2.98 ,1.11 ,0.22 ,1.56 ,1.75 ,0.03 ,1.13 ,0.27 ,0.51 ,1.55 ,0.60 ,1.86 ,0.73 ,1.85 ,0.96 ,1.02 ,2.80 ,1.86 ,2.04 ,1.84 ,0.98 ,1.50 ,1.96 ,3.77 ,6.78 ,2.96 ,4.32 ,3.78 ,1.89 ,1.26 ,0.29 ,0.72 ,0.51 ,0.00 ,0.44 ,0.00 ,0.00 ,0.15 ,0.14 ,0.00 ,0.05 ,0.08 ,0.00 ,6.35 ,2.05 ,3.08 ,2.06 ,1.74 ,1.55 ,1.37 ,3.10 ,4.04 ,1.52 ,2.55 ,2.39 ,1.48 ,1.72 ,1.12 ,0.72 ,0.89 ,5.72 ,3.34 ,9.01 ,6.61 ,13.14 ,13.11 ,8.97 ,5.62 ,3.97 ,5.44 ,2.81 ,3.87 ,2.35 ,2.25 ,2.21 ,1.47 ,1.84 ,2.71 ,1.30 ,0.71 ,1.78 ,8.89 ,10.19 ,12.57 ,5.40 ,4.88 ,2.30 ,1.08 ,0.96 ,1.09 ,18.60 ,0.00 ,0.22 ,0.00 ,26.03 ,3.94 ,1.36 ,2.43 ,0.08 ,7.93 ,6.62 ,8.04 ,15.93 ,24.52 
Zm00001d023540,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.05 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.05 ,0.00 ,0.00 ,0.13 ,0.27 ,0.15 ,0.38 ,0.15 ,0.89 ,0.76 ,1.96 ,1.33 ,2.01 ,2.29 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.83 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.90 ,0.54 ,0.40 ,0.75 ,1.24 ,0.54 ,0.98 ,2.27 ,1.52 ,0.93 ,0.97 ,0.19 ,0.88 ,1.60 ,1.43 ,0.00 ,0.14 ,0.00 ,0.00 ,0.00 ,0.00 ,0.14 ,1.26 ,1.08 ,2.61 ,1.90 ,1.23 ,0.72 ,0.80 ,0.90 ,0.38 ,0.99 ,0.34 ,0.00 ,0.13 ,0.00 ,0.44 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.17 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
Zm00001d025982,7.66 ,8.79 ,10.47 ,7.71 ,9.66 ,9.70 ,7.28 ,10.66 ,4.72 ,7.00 ,5.43 ,5.17 ,7.74 ,7.88 ,7.44 ,7.83 ,9.19 ,8.24 ,10.02 ,7.73 ,7.32 ,10.89 ,7.30 ,8.06 ,9.16 ,10.38 ,7.96 ,12.34 ,9.54 ,10.54 ,9.84 ,7.69 ,10.09 ,3.81 ,8.82 ,9.72 ,4.07 ,6.28 ,5.47 ,3.85 ,5.11 ,3.66 ,2.88 ,4.13 ,2.26 ,5.75 ,5.12 ,3.08 ,0.74 ,1.41 ,1.08 ,1.30 ,1.87 ,2.39 ,1.70 ,1.82 ,2.73 ,2.63 ,1.34 ,3.06 ,4.08 ,7.99 ,13.10 ,2.75 ,1.55 ,3.05 ,2.47 ,3.65 ,3.71 ,1.89 ,2.14 ,1.37 ,2.90 ,2.57 ,3.19 ,0.72 ,1.94 ,3.07 ,2.46 ,7.37 ,5.50 ,7.80 ,4.41 ,9.88 ,38.82 ,15.76 ,12.20 ,18.22 ,16.04 ,3.81 ,1.92 ,1.07 ,1.64 ,2.48 ,4.41 ,4.95 ,14.21 ,12.24 ,21.69 ,19.32 ,6.45 ,3.09 ,17.23 ,18.42 ,15.81 ,17.09 ,17.03 
Zm00001d005843,14.18 ,15.49 ,15.55 ,12.03 ,10.48 ,11.96 ,16.56 ,15.76 ,16.17 ,11.72 ,11.15 ,7.80 ,6.49 ,8.31 ,5.77 ,5.51 ,5.61 ,3.35 ,2.46 ,1.33 ,0.39 ,0.52 ,1.07 ,0.22 ,0.20 ,0.08 ,0.09 ,0.03 ,0.06 ,0.12 ,0.05 ,1.84 ,2.14 ,0.21 ,2.83 ,1.94 ,0.87 ,2.39 ,1.44 ,3.37 ,1.86 ,0.45 ,0.06 ,1.22 ,0.97 ,0.23 ,0.00 ,0.10 ,0.00 ,0.03 ,0.00 ,0.04 ,0.00 ,0.00 ,0.06 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.99 ,1.26 ,1.60 ,0.26 ,0.11 ,0.00 ,0.00 ,0.05 ,0.06 ,0.08 ,0.14 ,0.44 ,0.43 ,0.28 ,0.26 ,0.06 ,0.57 ,0.21 ,0.74 ,0.24 ,1.24 ,0.00 ,20.77 ,17.99 ,13.25 ,14.05 ,7.39 ,0.00 ,0.00 ,0.00 ,0.00 ,6.75 ,8.01 ,0.00 ,1.08 ,26.37 ,25.92 ,0.31 ,0.00 ,24.33 ,24.47 ,25.48 ,0.16 ,0.06 
Zm00001d016772,9.28 ,9.92 ,8.58 ,8.17 ,10.02 ,8.60 ,8.07 ,8.88 ,9.87 ,8.46 ,10.16 ,8.85 ,8.29 ,9.38 ,9.88 ,8.54 ,8.68 ,8.68 ,7.79 ,9.47 ,8.57 ,7.98 ,8.83 ,7.29 ,8.98 ,9.05 ,9.19 ,8.52 ,9.46 ,7.93 ,8.11 ,6.91 ,4.97 ,6.86 ,7.49 ,5.82 ,6.76 ,7.29 ,8.60 ,5.71 ,6.33 ,10.20 ,13.04 ,7.72 ,10.84 ,8.25 ,5.02 ,4.87 ,6.19 ,3.52 ,4.21 ,4.68 ,4.41 ,3.70 ,2.85 ,3.21 ,2.40 ,1.55 ,2.74 ,5.07 ,7.56 ,7.66 ,10.07 ,9.34 ,7.66 ,6.46 ,7.10 ,8.14 ,6.10 ,4.81 ,5.18 ,4.11 ,6.63 ,5.19 ,5.84 ,9.13 ,4.36 ,6.73 ,6.56 ,7.82 ,12.89 ,9.75 ,13.74 ,10.66 ,2.27 ,8.66 ,8.74 ,7.33 ,7.70 ,4.36 ,4.01 ,3.05 ,4.66 ,4.38 ,5.64 ,5.41 ,0.29 ,8.68 ,7.34 ,8.04 ,7.25 ,6.66 ,8.70 ,8.55 ,9.08 ,4.41 ,4.74 
Zm00001d049000,4.70 ,4.37 ,4.94 ,4.23 ,3.54 ,2.32 ,4.21 ,4.16 ,4.92 ,3.79 ,3.04 ,2.87 ,2.58 ,3.48 ,2.83 ,2.83 ,3.31 ,2.09 ,2.86 ,1.93 ,0.68 ,0.84 ,1.07 ,1.52 ,0.93 ,0.40 ,0.82 ,0.77 ,0.77 ,0.77 ,1.27 ,2.73 ,2.01 ,2.28 ,2.63 ,1.41 ,0.74 ,1.21 ,1.41 ,1.96 ,2.17 ,0.06 ,0.29 ,1.04 ,0.65 ,1.58 ,0.31 ,0.23 ,0.00 ,0.00 ,0.00 ,0.00 ,0.08 ,0.06 ,0.14 ,0.05 ,0.00 ,0.09 ,0.00 ,0.00 ,0.00 ,0.25 ,0.00 ,2.48 ,0.52 ,0.71 ,0.24 ,0.06 ,0.51 ,0.08 ,0.18 ,0.10 ,0.26 ,0.15 ,0.10 ,0.00 ,0.29 ,0.00 ,0.00 ,0.73 ,0.12 ,0.28 ,0.00 ,0.50 ,0.38 ,72.26 ,31.29 ,31.51 ,30.33 ,7.16 ,2.97 ,0.26 ,0.13 ,0.00 ,6.30 ,7.64 ,0.00 ,0.00 ,4.04 ,3.02 ,0.61 ,9.06 ,23.84 ,23.95 ,23.18 ,4.55 ,2.54 
Zm00001d009674,0.48 ,0.86 ,0.54 ,1.13 ,0.11 ,0.29 ,1.13 ,0.43 ,0.49 ,0.55 ,0.17 ,0.36 ,0.63 ,0.13 ,0.37 ,0.21 ,0.33 ,0.27 ,0.78 ,0.45 ,0.42 ,0.15 ,0.06 ,0.14 ,0.17 ,0.00 ,0.13 ,0.14 ,0.20 ,0.30 ,0.07 ,6.83 ,5.01 ,0.00 ,3.98 ,1.25 ,1.32 ,2.88 ,2.89 ,5.29 ,3.35 ,0.12 ,0.00 ,0.35 ,0.66 ,1.57 ,0.00 ,0.00 ,0.18 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.41 ,0.33 ,0.00 ,0.00 ,0.00 ,0.72 ,1.83 ,0.67 ,1.80 ,0.26 ,0.53 ,0.41 ,0.16 ,0.00 ,0.23 ,0.00 ,0.25 ,0.45 ,0.00 ,0.52 ,0.64 ,0.00 ,0.00 ,1.01 ,0.30 ,2.50 ,0.00 ,0.00 ,0.00 ,2.05 ,0.88 ,7.78 ,7.90 ,5.78 ,6.08 ,11.08 ,1.57 ,3.04 ,1.36 ,0.88 ,4.44 ,3.96 ,1.49 ,0.46 ,8.46 ,5.20 ,0.42 ,9.49 ,5.51 ,3.51 ,3.57 ,1.77 ,1.64 
Zm00001d017784,3.85 ,4.27 ,7.56 ,6.19 ,4.60 ,4.77 ,4.39 ,7.86 ,9.97 ,7.51 ,6.52 ,4.57 ,4.70 ,5.47 ,4.32 ,3.08 ,4.75 ,3.99 ,3.44 ,2.55 ,2.69 ,2.52 ,2.73 ,2.07 ,1.53 ,2.10 ,1.33 ,0.84 ,0.64 ,0.36 ,1.00 ,2.25 ,2.17 ,0.40 ,1.88 ,1.01 ,1.50 ,0.63 ,1.10 ,0.89 ,0.56 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.02 ,0.00 ,0.00 ,0.00 ,0.00 ,0.03 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.71 ,0.26 ,0.71 ,0.22 ,0.00 ,0.12 ,0.00 ,0.12 ,0.16 ,0.04 ,0.08 ,0.45 ,0.00 ,0.27 ,0.10 ,0.00 ,0.25 ,0.00 ,0.19 ,0.00 ,0.25 ,0.05 ,40.95 ,28.20 ,33.44 ,35.48 ,5.46 ,1.06 ,0.10 ,0.20 ,0.14 ,4.02 ,4.33 ,0.05 ,0.06 ,40.47 ,36.43 ,1.89 ,1.08 ,15.87 ,16.67 ,16.25 ,1.24 ,0.20 
Zm00001d014378,16.54 ,16.44 ,16.95 ,18.47 ,18.02 ,18.23 ,19.03 ,16.34 ,17.91 ,18.20 ,17.00 ,18.00 ,15.39 ,16.32 ,14.34 ,14.50 ,14.00 ,13.30 ,13.41 ,13.10 ,13.41 ,12.89 ,13.33 ,14.05 ,12.99 ,13.76 ,14.23 ,13.05 ,14.50 ,14.48 ,13.60 ,12.81 ,8.60 ,12.88 ,11.07 ,11.93 ,15.39 ,10.81 ,10.68 ,9.85 ,11.97 ,14.10 ,16.99 ,13.45 ,16.64 ,13.18 ,14.64 ,11.73 ,8.21 ,5.65 ,5.85 ,4.55 ,5.30 ,5.13 ,5.26 ,4.50 ,4.36 ,3.49 ,4.58 ,7.63 ,7.63 ,7.53 ,7.51 ,16.19 ,14.74 ,13.42 ,9.97 ,9.62 ,12.93 ,10.20 ,8.84 ,7.02 ,10.31 ,8.65 ,7.70 ,8.98 ,6.81 ,8.32 ,7.90 ,10.55 ,13.91 ,11.47 ,13.16 ,9.99 ,1.39 ,16.30 ,14.14 ,16.85 ,18.22 ,12.66 ,4.37 ,2.50 ,4.39 ,4.68 ,12.71 ,13.08 ,0.09 ,9.84 ,18.01 ,19.98 ,10.02 ,7.00 ,16.29 ,17.07 ,16.62 ,7.29 ,6.75 
Zm00001d022427,14.22 ,16.16 ,13.68 ,20.10 ,13.79 ,13.20 ,15.76 ,15.03 ,14.41 ,13.14 ,13.78 ,11.70 ,12.21 ,13.29 ,10.14 ,10.08 ,12.26 ,9.78 ,12.58 ,7.49 ,6.32 ,7.23 ,5.20 ,5.18 ,6.95 ,4.75 ,3.76 ,4.38 ,3.49 ,3.17 ,3.82 ,20.98 ,16.30 ,12.78 ,10.33 ,9.39 ,10.40 ,10.01 ,11.08 ,8.68 ,12.11 ,10.55 ,9.12 ,7.45 ,9.68 ,8.17 ,0.78 ,0.33 ,0.15 ,0.13 ,0.02 ,0.14 ,0.06 ,0.08 ,0.32 ,0.23 ,0.49 ,0.67 ,0.33 ,1.10 ,1.73 ,2.99 ,4.15 ,15.94 ,13.74 ,13.59 ,9.69 ,9.08 ,6.99 ,2.05 ,2.62 ,2.00 ,2.94 ,2.19 ,2.36 ,1.88 ,1.77 ,2.32 ,3.56 ,6.41 ,7.68 ,7.38 ,6.06 ,6.40 ,2.49 ,49.01 ,43.49 ,31.17 ,31.22 ,19.20 ,16.16 ,9.28 ,9.00 ,14.01 ,29.18 ,30.02 ,0.77 ,7.36 ,25.55 ,25.76 ,10.16 ,34.52 ,30.21 ,27.29 ,26.96 ,16.31 ,14.56 
Zm00001d047539,20.56 ,25.17 ,29.18 ,27.85 ,18.79 ,14.07 ,18.91 ,16.36 ,14.92 ,14.37 ,15.00 ,12.66 ,11.47 ,11.05 ,8.69 ,8.46 ,9.19 ,5.72 ,11.02 ,5.26 ,3.67 ,5.22 ,4.10 ,3.57 ,3.90 ,2.42 ,1.71 ,2.50 ,1.20 ,1.09 ,1.40 ,29.72 ,34.58 ,24.04 ,27.01 ,21.06 ,14.37 ,10.95 ,9.72 ,5.87 ,4.86 ,4.06 ,3.60 ,4.41 ,3.46 ,4.56 ,0.08 ,0.34 ,0.15 ,0.02 ,0.04 ,0.09 ,0.05 ,0.03 ,0.60 ,0.13 ,0.00 ,0.36 ,0.16 ,0.11 ,0.18 ,0.10 ,0.11 ,21.72 ,12.29 ,11.87 ,10.30 ,9.30 ,4.95 ,2.08 ,2.97 ,1.65 ,2.56 ,2.36 ,2.78 ,1.02 ,1.59 ,2.10 ,1.32 ,2.66 ,4.11 ,3.36 ,2.66 ,4.40 ,1.55 ,79.91 ,55.91 ,62.42 ,68.76 ,9.57 ,0.68 ,0.52 ,0.75 ,1.50 ,30.49 ,31.84 ,0.04 ,8.46 ,65.79 ,69.16 ,9.53 ,3.79 ,55.66 ,48.93 ,50.47 ,3.52 ,2.32 
Zm00001d029974,28.94 ,31.60 ,40.33 ,44.58 ,32.56 ,34.10 ,33.28 ,33.31 ,28.35 ,26.36 ,25.41 ,25.72 ,26.23 ,29.78 ,33.89 ,25.49 ,32.80 ,26.36 ,27.05 ,22.41 ,20.87 ,24.47 ,22.58 ,23.19 ,19.89 ,18.47 ,16.02 ,20.14 ,16.63 ,18.45 ,14.72 ,8.84 ,8.97 ,2.06 ,7.87 ,5.88 ,1.40 ,8.33 ,3.02 ,8.35 ,7.77 ,0.71 ,1.62 ,5.00 ,2.52 ,5.89 ,6.15 ,2.60 ,3.88 ,2.91 ,5.28 ,3.74 ,5.21 ,5.26 ,6.43 ,3.92 ,7.64 ,3.72 ,4.12 ,7.33 ,8.19 ,9.22 ,14.07 ,18.83 ,9.17 ,13.30 ,8.17 ,12.38 ,5.88 ,4.73 ,7.38 ,6.46 ,6.43 ,5.05 ,5.73 ,1.64 ,3.84 ,2.61 ,1.11 ,11.65 ,3.14 ,4.97 ,2.35 ,14.90 ,9.62 ,39.24 ,30.58 ,26.87 ,29.25 ,23.45 ,8.24 ,11.22 ,21.60 ,26.21 ,17.16 ,19.97 ,4.28 ,20.69 ,26.71 ,26.50 ,6.49 ,27.88 ,39.05 ,36.60 ,36.24 ,18.29 ,16.79 
Zm00001d031266,12.59 ,14.29 ,19.92 ,19.01 ,17.20 ,17.57 ,13.88 ,17.61 ,16.67 ,15.32 ,15.31 ,12.98 ,15.65 ,16.50 ,14.79 ,11.24 ,14.60 ,12.03 ,15.80 ,11.51 ,10.60 ,11.74 ,9.18 ,10.06 ,12.44 ,11.36 ,10.09 ,12.76 ,14.14 ,12.96 ,9.19 ,7.01 ,5.83 ,0.98 ,3.74 ,3.67 ,1.06 ,14.72 ,6.24 ,15.07 ,12.30 ,1.68 ,1.33 ,8.83 ,2.99 ,4.84 ,8.55 ,3.27 ,5.34 ,3.90 ,4.45 ,4.04 ,4.36 ,4.50 ,4.95 ,7.83 ,6.85 ,5.44 ,6.03 ,7.39 ,7.51 ,11.47 ,10.05 ,5.99 ,3.99 ,5.36 ,5.10 ,7.12 ,6.80 ,4.88 ,4.87 ,6.00 ,3.54 ,5.53 ,4.55 ,2.62 ,5.21 ,2.74 ,0.92 ,9.69 ,1.30 ,1.32 ,0.66 ,8.15 ,1.87 ,15.23 ,15.00 ,12.74 ,13.28 ,27.12 ,6.03 ,2.00 ,4.56 ,4.30 ,16.59 ,17.75 ,0.00 ,3.20 ,17.70 ,11.52 ,3.41 ,6.86 ,16.44 ,14.21 ,13.93 ,6.89 ,5.89 
Zm00001d011730,8.61 ,8.36 ,13.26 ,12.18 ,12.45 ,11.48 ,10.24 ,10.84 ,11.75 ,8.75 ,9.86 ,11.40 ,11.07 ,10.98 ,9.32 ,9.10 ,10.45 ,7.77 ,9.03 ,8.43 ,7.61 ,7.93 ,7.96 ,7.04 ,6.86 ,4.96 ,5.42 ,6.33 ,6.41 ,6.39 ,5.26 ,4.20 ,4.65 ,2.93 ,4.06 ,2.26 ,3.43 ,4.09 ,1.90 ,4.13 ,2.92 ,2.06 ,2.64 ,2.84 ,2.27 ,2.78 ,3.05 ,3.20 ,1.28 ,0.96 ,1.59 ,0.71 ,1.97 ,2.60 ,1.19 ,1.51 ,3.53 ,1.51 ,1.26 ,1.85 ,1.67 ,1.64 ,1.93 ,5.11 ,7.52 ,7.68 ,4.38 ,4.63 ,2.26 ,3.46 ,3.21 ,2.27 ,3.11 ,2.70 ,1.93 ,0.74 ,2.21 ,2.62 ,1.09 ,2.84 ,2.47 ,1.64 ,1.40 ,1.76 ,1.31 ,10.99 ,9.69 ,10.33 ,9.78 ,6.38 ,5.85 ,4.33 ,3.98 ,4.72 ,7.67 ,7.54 ,0.17 ,5.57 ,8.47 ,7.68 ,10.83 ,4.19 ,8.64 ,9.27 ,8.56 ,5.22 ,4.91 
Zm00001d014938,4.38 ,4.62 ,5.72 ,4.97 ,3.33 ,2.44 ,3.61 ,3.82 ,3.61 ,3.57 ,3.41 ,3.08 ,2.55 ,4.27 ,2.75 ,2.62 ,3.36 ,1.77 ,2.80 ,1.35 ,1.32 ,1.89 ,1.58 ,1.82 ,1.35 ,1.07 ,0.35 ,0.65 ,0.67 ,0.55 ,0.40 ,7.25 ,6.54 ,6.68 ,8.03 ,5.75 ,3.27 ,4.93 ,4.06 ,5.11 ,4.64 ,2.19 ,2.04 ,1.85 ,1.04 ,1.80 ,0.00 ,0.00 ,0.02 ,0.08 ,0.00 ,0.00 ,0.04 ,0.00 ,0.07 ,0.11 ,0.00 ,0.09 ,0.06 ,0.00 ,0.13 ,0.12 ,0.13 ,2.71 ,1.30 ,1.87 ,0.98 ,0.73 ,0.23 ,0.36 ,0.43 ,0.19 ,0.24 ,0.77 ,0.91 ,0.64 ,0.83 ,0.37 ,0.43 ,1.13 ,0.73 ,1.07 ,0.46 ,1.07 ,0.02 ,29.08 ,20.45 ,16.61 ,15.96 ,25.49 ,0.28 ,0.08 ,0.00 ,0.07 ,23.40 ,24.69 ,0.04 ,0.28 ,8.10 ,8.49 ,3.30 ,3.23 ,14.76 ,12.50 ,13.59 ,1.04 ,0.33 
Zm00001d041866,1.55 ,1.21 ,1.66 ,1.51 ,1.61 ,0.91 ,0.80 ,1.20 ,2.17 ,1.28 ,1.47 ,1.17 ,1.08 ,1.74 ,0.87 ,1.05 ,1.40 ,0.82 ,1.01 ,0.69 ,0.42 ,0.92 ,0.62 ,0.79 ,0.52 ,1.33 ,0.80 ,0.92 ,1.03 ,1.12 ,1.39 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.05 ,0.00 ,0.00 ,0.19 ,0.00 ,0.00 ,0.00 ,0.00 ,0.13 ,0.16 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.09 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.07 ,0.00 ,0.20 ,0.10 ,0.00 ,0.06 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,4.17 ,3.57 ,2.37 ,2.93 ,4.14 ,0.29 ,0.36 ,0.07 ,0.51 ,2.00 ,2.06 ,0.00 ,0.40 ,2.50 ,2.69 ,0.36 ,2.24 ,3.27 ,3.82 ,4.05 ,0.06 ,0.00 
Zm00001d008919,1.97 ,2.50 ,1.77 ,2.30 ,3.57 ,2.02 ,2.65 ,1.76 ,2.05 ,1.02 ,0.93 ,1.17 ,1.02 ,1.52 ,1.01 ,0.69 ,1.05 ,0.63 ,1.13 ,1.22 ,1.13 ,0.87 ,1.20 ,1.24 ,0.47 ,0.71 ,0.59 ,0.64 ,0.21 ,0.36 ,1.03 ,0.71 ,0.71 ,0.31 ,0.38 ,0.40 ,0.00 ,0.19 ,0.75 ,0.68 ,0.06 ,0.11 ,0.00 ,0.04 ,0.06 ,0.20 ,0.38 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.03 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.84 ,0.51 ,0.40 ,0.06 ,0.06 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.05 ,0.16 ,0.00 ,0.00 ,0.00 ,0.07 ,0.08 ,0.00 ,0.00 ,0.00 ,0.16 ,0.05 ,14.28 ,10.24 ,3.04 ,2.98 ,6.77 ,0.19 ,0.00 ,0.00 ,0.56 ,3.35 ,3.72 ,0.00 ,0.06 ,4.15 ,3.28 ,0.20 ,6.49 ,2.75 ,1.37 ,1.83 ,0.12 ,0.20 
Zm00001d023565,3.28 ,3.20 ,5.20 ,5.80 ,3.34 ,2.96 ,6.43 ,5.06 ,6.27 ,5.36 ,5.77 ,4.73 ,3.72 ,4.35 ,3.05 ,2.89 ,5.14 ,3.61 ,3.25 ,2.75 ,2.15 ,3.16 ,2.11 ,1.61 ,1.30 ,1.58 ,1.00 ,0.92 ,1.91 ,1.13 ,0.75 ,0.75 ,1.20 ,0.08 ,0.74 ,0.42 ,0.13 ,0.64 ,0.45 ,0.61 ,0.52 ,0.06 ,0.00 ,0.18 ,0.14 ,0.55 ,0.48 ,0.12 ,0.37 ,0.26 ,0.19 ,0.25 ,0.21 ,0.33 ,0.65 ,0.37 ,0.00 ,0.36 ,0.12 ,0.44 ,0.19 ,0.34 ,0.00 ,1.29 ,0.88 ,1.37 ,0.48 ,0.26 ,0.59 ,0.08 ,0.32 ,0.16 ,0.27 ,0.26 ,0.58 ,0.00 ,0.18 ,0.10 ,0.00 ,1.45 ,0.00 ,0.10 ,0.00 ,0.26 ,0.10 ,16.53 ,19.44 ,10.14 ,9.91 ,21.98 ,3.10 ,3.68 ,1.74 ,3.28 ,9.87 ,12.42 ,0.05 ,4.78 ,6.26 ,4.82 ,5.14 ,5.26 ,6.43 ,7.12 ,5.99 ,1.09 ,0.42 
Zm00001d006091,1.74 ,2.00 ,2.66 ,2.89 ,2.22 ,2.03 ,2.42 ,1.94 ,2.96 ,1.69 ,2.08 ,1.57 ,1.86 ,2.19 ,1.36 ,1.94 ,2.28 ,0.90 ,1.82 ,1.23 ,0.55 ,0.86 ,0.70 ,1.04 ,0.70 ,0.42 ,0.21 ,0.56 ,0.19 ,0.10 ,0.26 ,0.32 ,0.24 ,0.49 ,0.29 ,0.67 ,0.34 ,0.31 ,0.31 ,0.61 ,0.77 ,0.26 ,0.33 ,0.52 ,0.18 ,0.38 ,0.09 ,0.00 ,0.00 ,0.07 ,0.10 ,0.11 ,0.13 ,0.18 ,0.00 ,0.11 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.40 ,0.73 ,1.14 ,0.62 ,0.36 ,0.39 ,0.00 ,0.07 ,0.17 ,0.18 ,0.11 ,0.28 ,0.22 ,0.10 ,0.29 ,0.08 ,0.09 ,0.10 ,0.11 ,0.36 ,0.56 ,0.03 ,27.02 ,21.08 ,9.94 ,10.09 ,2.59 ,0.59 ,0.06 ,0.00 ,0.04 ,1.97 ,1.82 ,0.03 ,0.19 ,4.50 ,4.90 ,0.51 ,2.60 ,9.20 ,9.78 ,9.98 ,0.69 ,0.41 
